身份证前六位,省份,城市,区/县,简称,电话区号,邮政编码
522600,贵州省,黔东南苗族侗族自治州,黔东南苗族侗族自治州,贵/黔,0855,556000
522601,贵州省,黔东南苗族侗族自治州,凯里市,贵/黔,0855,556000
522622,贵州省,黔东南苗族侗族自治州,黄平县,贵/黔,0855,556100
522623,贵州省,黔东南苗族侗族自治州,施秉县,贵/黔,0855,556200
522624,贵州省,黔东南苗族侗族自治州,三穗县,贵/黔,0855,556500
522625,贵州省,黔东南苗族侗族自治州,镇远县,贵/黔,0855,557700
522626,贵州省,黔东南苗族侗族自治州,岑巩县,贵/黔,0855,557800
522627,贵州省,黔东南苗族侗族自治州,天柱县,贵/黔,0855,556600
522628,贵州省,黔东南苗族侗族自治州,锦屏县,贵/黔,0855,556700
522629,贵州省,黔东南苗族侗族自治州,剑河县,贵/黔,0855,556400
522630,贵州省,黔东南苗族侗族自治州,台江县,贵/黔,0855,556300
522631,贵州省,黔东南苗族侗族自治州,黎平县,贵/黔,0855,557300
522632,贵州省,黔东南苗族侗族自治州,榕江县,贵/黔,0855,557200
522633,贵州省,黔东南苗族侗族自治州,从江县,贵/黔,0855,557400
522634,贵州省,黔东南苗族侗族自治州,雷山县,贵/黔,0855,557100
522635,贵州省,黔东南苗族侗族自治州,麻江县,贵/黔,0855,557600
522636,贵州省,黔东南苗族侗族自治州,丹寨县,贵/黔,0855,557500
522700,贵州省,黔南布依族苗族自治州,黔南布依族苗族自治州,贵/黔,0854,558000
522701,贵州省,黔南布依族苗族自治州,都匀市,贵/黔,0854,558000
522702,贵州省,黔南布依族苗族自治州,福泉市,贵/黔,0854,550500
522722,贵州省,黔南布依族苗族自治州,荔波县,贵/黔,0854,558400
522723,贵州省,黔南布依族苗族自治州,贵定县,贵/黔,0854,551300
522725,贵州省,黔南布依族苗族自治州,瓮安县,贵/黔,0854,550400
522726,贵州省,黔南布依族苗族自治州,独山县,贵/黔,0854,558200
522727,贵州省,黔南布依族苗族自治州,平塘县,贵/黔,0854,558300
522728,贵州省,黔南布依族苗族自治州,罗甸县,贵/黔,0854,550100
522729,贵州省,黔南布依族苗族自治州,长顺县,贵/黔,0854,550700
522730,贵州省,黔南布依族苗族自治州,龙里县,贵/黔,0854,551200
522731,贵州省,黔南布依族苗族自治州,惠水县,贵/黔,0854,550600
522732,贵州省,黔南布依族苗族自治州,三都水族自治县,贵/黔,0854,558100
530000,云南省,云南省,云南省,云/滇,,
530100,云南省,昆明市,昆明市,云/滇,0871,650000
530101,云南省,昆明市,市辖区,云/滇,0871,
530102,云南省,昆明市,五华区,云/滇,0871,650000
530103,云南省,昆明市,盘龙区,云/滇,0871,650000
530111,云南省,昆明市,官渡区,云/滇,0871,650200
530112,云南省,昆明市,西山区,云/滇,0871,650100
530113,云南省,昆明市,东川区,云/滇,8811,654100
530121,云南省,昆明市,呈贡县,云/滇,0871,650500
530122,云南省,昆明市,晋宁县,云/滇,0871,650600
530124,云南省,昆明市,富民县,云/滇,0871,650400
530125,云南省,昆明市,宜良县,云/滇,0871,652100
530126,云南省,昆明市,石林彝族自治县,云/滇,0871,652200
530127,云南省,昆明市,嵩明县,云/滇,0871,651700
530128,云南省,昆明市,禄劝彝族苗族自治县,云/滇,0871,651500
530129,云南省,昆明市,寻甸回族彝族自治县,云/滇,0871,655200
530181,云南省,昆明市,安宁市,云/滇,0871,650300
530300,云南省,曲靖市,曲靖市,云/滇,0874,655000
530301,云南省,曲靖市,市辖区,云/滇,0874,
530302,云南省,曲靖市,麒麟区,云/滇,0874,655000
530321,云南省,曲靖市,马龙县,云/滇,0874,655100
530322,云南省,曲靖市,陆良县,云/滇,0874,655600
530323,云南省,曲靖市,师宗县,云/滇,0874,655700
530324,云南省,曲靖市,罗平县,云/滇,0874,655800
530325,云南省,曲靖市,富源县,云/滇,0874,655500
530326,云南省,曲靖市,会泽县,云/滇,0874,654200
530328,云南省,曲靖市,沾益县,云/滇,0874,655500
530381,云南省,曲靖市,宣威市,云/滇,0874,655400
530400,云南省,玉溪市,玉溪市,云/滇,0877,653100
530401,云南省,玉溪市,市辖区,云/滇,0877,
530402,云南省,玉溪市,红塔区,云/滇,0877,653100
530421,云南省,玉溪市,江川县,云/滇,0877,652600
530422,云南省,玉溪市,澄江县,云/滇,0877,652500
530423,云南省,玉溪市,通海县,云/滇,0877,652700
530424,云南省,玉溪市,华宁县,云/滇,0877,652800
530425,云南省,玉溪市,易门县,云/滇,0877,651100
530426,云南省,玉溪市,峨山彝族自治县,云/滇,0877,653200
530427,云南省,玉溪市,新平彝族傣族自治县,云/滇,0877,653400
530428,云南省,玉溪市,元江哈尼族彝族傣族自治县,云/滇,0877,653300
530500,云南省,保山市,保山市,云/滇,0875,678000
530501,云南省,保山市,市辖区,云/滇,0875,
530502,云南省,保山市,隆阳区,云/滇,0875,678000
530521,云南省,保山市,施甸县,云/滇,0875,678200
530522,云南省,保山市,腾冲县,云/滇,0875,679100
530523,云南省,保山市,龙陵县,云/滇,0875,678300
530524,云南省,保山市,昌宁县,云/滇,0875,678100
530600,云南省,昭通市,昭通市,云/滇,0870,657000
530601,云南省,昭通市,市辖区,云/滇,0870,
530602,云南省,昭通市,昭阳区,云/滇,0870,657000
530621,云南省,昭通市,鲁甸县,云/滇,0870,657100
530622,云南省,昭通市,巧家县,云/滇,0870,654600
530623,云南省,昭通市,盐津县,云/滇,0870,657500
530624,云南省,昭通市,大关县,云/滇,0870,657400
530625,云南省,昭通市,永善县,云/滇,0870,657300
530626,云南省,昭通市,绥江县,云/滇,0870,657700
530627,云南省,昭通市,镇雄县,云/滇,0870,657200
530628,云南省,昭通市,彝良县,云/滇,0870,657600
530629,云南省,昭通市,威信县,云/滇,0870,657900
530630,云南省,昭通市,水富县,云/滇,0870,657800
530700,云南省,丽江市,丽江市,云/滇,0888,674100
530701,云南省,丽江市,市辖区,云/滇,0888,
530702,云南省,丽江市,古城区,云/滇,0888,674100
530721,云南省,丽江市,玉龙纳西族自治县,云/滇,0888,674100
530722,云南省,丽江市,永胜县,云/滇,0888,674200
530723,云南省,丽江市,华坪县,云/滇,0888,674800
530724,云南省,丽江市,宁蒗彝族自治县,云/滇,0888,674300
530800,云南省,思茅市,思茅市,云/滇,0879,665000
530801,云南省,思茅市,市辖区,云/滇,0879,
530802,云南省,思茅市,翠云区,云/滇,0879,665000
530821,云南省,思茅市,普洱哈尼族彝族自治县,云/滇,0879,665000
530822,云南省,思茅市,墨江哈尼族自治县,云/滇,0879,654800
530823,云南省,思茅市,景东彝族自治县,云/滇,0879,676200
530824,云南省,思茅市,景谷傣族彝族自治县,云/滇,0879,666400
532725,云南省,思茅市,景谷傣族彝族自治县,云/滇,0879,666400
530825,云南省,思茅市,镇沅彝族哈尼族拉祜族自治县,云/滇,0879,666500
530826,云南省,思茅市,江城哈尼族彝族自治县,云/滇,0879,665900
530827,云南省,思茅市,孟连傣族拉祜族佤族自治县,云/滇,0879,665800
530828,云南省,思茅市,澜沧拉祜族自治县,云/滇,0879,665600
530829,云南省,思茅市,西盟佤族自治县,云/滇,0879,665700
530900,云南省,临沧市,临沧市,云/滇,0883,677000
530901,云南省,临沧市,市辖区,云/滇,0883,
530902,云南省,临沧市,临翔区,云/滇,0883,677000
530921,云南省,临沧市,凤庆县,云/滇,0883,675900
530922,云南省,临沧市,云县,云/滇,0883,675800
530923,云南省,临沧市,永德县,云/滇,0883,677600
530924,云南省,临沧市,镇康县,云/滇,0883,677700
530925,云南省,临沧市,双江拉祜族佤族布朗族傣族自治县,云/滇,0883,677300
530926,云南省,临沧市,耿马傣族佤族自治县,云/滇,0883,677500
530927,云南省,临沧市,沧源佤族自治县,云/滇,0883,677400
532300,云南省,楚雄彝族自治州,楚雄彝族自治州,云/滇,0878,675000
532301,云南省,楚雄彝族自治州,楚雄市,云/滇,0878,675000
532322,云南省,楚雄彝族自治州,双柏县,云/滇,0878,675100
532323,云南省,楚雄彝族自治州,牟定县,云/滇,0878,675500
532324,云南省,楚雄彝族自治州,南华县,云/滇,0878,675200
532325,云南省,楚雄彝族自治州,姚安县,云/滇,0878,675300
532326,云南省,楚雄彝族自治州,大姚县,云/滇,0878,675400
532327,云南省,楚雄彝族自治州,永仁县,云/滇,0878,651400
532328,云南省,楚雄彝族自治州,元谋县,云/滇,0878,651300
532329,云南省,楚雄彝族自治州,武定县,云/滇,0878,651600
532331,云南省,楚雄彝族自治州,禄丰县,云/滇,0878,651200
532500,云南省,红河哈尼族彝族自治州,红河哈尼族彝族自治州,云/滇,0873,661400
532501,云南省,红河哈尼族彝族自治州,个旧市,云/滇,0873,661000
532502,云南省,红河哈尼族彝族自治州,开远市,云/滇,8844,661600
532522,云南省,红河哈尼族彝族自治州,蒙自县,云/滇,0873,661100
532523,云南省,红河哈尼族彝族自治州,屏边苗族自治县,云/滇,0873,661200
532524,云南省,红河哈尼族彝族自治州,建水县,云/滇,0873,654300
532525,云南省,红河哈尼族彝族自治州,石屏县,云/滇,0873,662200
532526,云南省,红河哈尼族彝族自治州,弥勒县,云/滇,0873,652300
532527,云南省,红河哈尼族彝族自治州,泸西县,云/滇,0873,652400
532528,云南省,红河哈尼族彝族自治州,元阳县,云/滇,0873,662400
532529,云南省,红河哈尼族彝族自治州,红河县,云/滇,0873,654400
532530,云南省,红河哈尼族彝族自治州,金平苗族瑶族傣族自治县,云/滇,0873,661500
532531,云南省,红河哈尼族彝族自治州,绿春县,云/滇,0873,662500
532532,云南省,红河哈尼族彝族自治州,河口瑶族自治县,云/滇,0873,661300
532600,云南省,文山壮族苗族自治州,文山壮族苗族自治州,云/滇,0876,663000
532621,云南省,文山壮族苗族自治州,文山县,云/滇,0876,663000
532622,云南省,文山壮族苗族自治州,砚山县,云/滇,0876,663100
532623,云南省,文山壮族苗族自治州,西畴县,云/滇,0876,663500
532624,云南省,文山壮族苗族自治州,麻栗坡县,云/滇,0876,663600
532625,云南省,文山壮族苗族自治州,马关县,云/滇,0876,663700
532626,云南省,文山壮族苗族自治州,丘北县,云/滇,0876,663200
532627,云南省,文山壮族苗族自治州,广南县,云/滇,0876,663300
532628,云南省,文山壮族苗族自治州,富宁县,云/滇,0876,663400
532800,云南省,西双版纳傣族自治州,西双版纳傣族自治州,云/滇,0691,666100
532801,云南省,西双版纳傣族自治州,景洪市,云/滇,0691,666100
532822,云南省,西双版纳傣族自治州,勐海县,云/滇,0691,666200
532823,云南省,西双版纳傣族自治州,勐腊县,云/滇,0691,666300
532900,云南省,大理白族自治州,大理白族自治州,云/滇,0872,671000
532901,云南省,大理白族自治州,大理市,云/滇,0872,671000
532922,云南省,大理白族自治州,漾濞彝族自治县,云/滇,0872,672500
532923,云南省,大理白族自治州,祥云县,云/滇,0872,672100
532924,云南省,大理白族自治州,宾川县,云/滇,0872,671600
532925,云南省,大理白族自治州,弥渡县,云/滇,0872,675600
532926,云南省,大理白族自治州,南涧彝族自治县,云/滇,0872,675700
532927,云南省,大理白族自治州,巍山彝族回族自治县,云/滇,0872,672400
532928,云南省,大理白族自治州,永平县,云/滇,0872,672600
532929,云南省,大理白族自治州,云龙县,云/滇,0872,672700
532930,云南省,大理白族自治州,洱源县,云/滇,0872,671200
532931,云南省,大理白族自治州,剑川县,云/滇,0872,671300
532932,云南省,大理白族自治州,鹤庆县,云/滇,0872,671500
533100,云南省,德宏傣族景颇族自治州,德宏傣族景颇族自治州,云/滇,0692,678400
533102,云南省,德宏傣族景颇族自治州,瑞丽市,云/滇,0692,678600
533103,云南省,德宏傣族景颇族自治州,潞西市,云/滇,0692,678400
533122,云南省,德宏傣族景颇族自治州,梁河县,云/滇,0692,679200
533123,云南省,德宏傣族景颇族自治州,盈江县,云/滇,0692,679300
533124,云南省,德宏傣族景颇族自治州,陇川县,云/滇,0692,678700
533300,云南省,怒江傈僳族自治州,怒江傈僳族自治州,云/滇,0886,673100
533321,云南省,怒江傈僳族自治州,泸水县,云/滇,0886,673200
533323,云南省,怒江傈僳族自治州,福贡县,云/滇,0886,673400
533324,云南省,怒江傈僳族自治州,贡山独龙族怒族自治县,云/滇,0886,673500
533325,云南省,怒江傈僳族自治州,兰坪白族普米族自治县,云/滇,0886,671400
533400,云南省,迪庆藏族自治州,迪庆藏族自治州,云/滇,0887,674400
533421,云南省,迪庆藏族自治州,香格里拉县,云/滇,0887,674400
533422,云南省,迪庆藏族自治州,德钦县,云/滇,0887,674500
533423,云南省,迪庆藏族自治州,维西傈僳族自治县,云/滇,0887,674600
540000,西藏自治区,西藏自治区,西藏自治区,藏,,
540100,西藏自治区,拉萨市,拉萨市,藏,0891,850000
540101,西藏自治区,拉萨市,市辖区,藏,0891,
540102,西藏自治区,拉萨市,城关区,藏,0891,850000
540121,西藏自治区,拉萨市,林周县,藏,0891,851600
540122,西藏自治区,拉萨市,当雄县,藏,0891,851500
540123,西藏自治区,拉萨市,尼木县,藏,0891,851600
540124,西藏自治区,拉萨市,曲水县,藏,0891,850600
540125,西藏自治区,拉萨市,堆龙德庆县,藏,0891,851400
540126,西藏自治区,拉萨市,达孜县,藏,0891,850100
540127,西藏自治区,拉萨市,墨竹工卡县,藏,0891,850200
542100,西藏自治区,昌都地区,昌都地区,藏,0895,854000
542121,西藏自治区,昌都地区,昌都县,藏,0895,854000
542122,西藏自治区,昌都地区,江达县,藏,0895,854100
542123,西藏自治区,昌都地区,贡觉县,藏,0895,854200
542124,西藏自治区,昌都地区,类乌齐县,藏,0895,855600
542125,西藏自治区,昌都地区,丁青县,藏,0895,855700
542126,西藏自治区,昌都地区,察雅县,藏,0895,854300
542127,西藏自治区,昌都地区,八宿县,藏,0895,854600
542128,西藏自治区,昌都地区,左贡县,藏,0895,854400
542129,西藏自治区,昌都地区,芒康县,藏,0895,854500
542132,西藏自治区,昌都地区,洛隆县,藏,0895,855400
542133,西藏自治区,昌都地区,边坝县,藏,0895,855500
542200,西藏自治区,山南地区,山南地区,藏,0893,856000
542221,西藏自治区,山南地区,乃东县,藏,0893,856100
542222,西藏自治区,山南地区,扎囊县,藏,0893,850800
542223,西藏自治区,山南地区,贡嘎县,藏,0893,850700
542224,西藏自治区,山南地区,桑日县,藏,0893,856200
542225,西藏自治区,山南地区,琼结县,藏,0893,856800
542226,西藏自治区,山南地区,曲松县,藏,0893,856300
542227,西藏自治区,山南地区,措美县,藏,0893,856900
542228,西藏自治区,山南地区,洛扎县,藏,0893,851200
542229,西藏自治区,山南地区,加查县,藏,0893,856400
542231,西藏自治区,山南地区,隆子县,藏,0893,856600
542232,西藏自治区,山南地区,错那县,藏,0893,856700
542233,西藏自治区,山南地区,浪卡子县,藏,0893,851100
542300,西藏自治区,日喀则地区,日喀则地区,藏,0892,857000
542301,西藏自治区,日喀则地区,日喀则市,藏,0892,857000
542322,西藏自治区,日喀则地区,南木林县,藏,0892,857100
542323,西藏自治区,日喀则地区,江孜县,藏,0892,857400
542324,西藏自治区,日喀则地区,定日县,藏,0892,858200
542325,西藏自治区,日喀则地区,萨迦县,藏,0892,857800
542326,西藏自治区,日喀则地区,拉孜县,藏,0892,858100
542327,西藏自治区,日喀则地区,昂仁县,藏,0892,858500
542328,西藏自治区,日喀则地区,谢通门县,藏,0892,858900
542329,西藏自治区,日喀则地区,白朗县,藏,0892,857300
542330,西藏自治区,日喀则地区,仁布县,藏,0892,857200
542331,西藏自治区,日喀则地区,康马县,藏,0892,857500
542332,西藏自治区,日喀则地区,定结县,藏,0892,857900
542333,西藏自治区,日喀则地区,仲巴县,藏,0892,858800
542334,西藏自治区,日喀则地区,亚东县,藏,0892,857600
542335,西藏自治区,日喀则地区,吉隆县,藏,0892,858700
542336,西藏自治区,日喀则地区,聂拉木县,藏,0892,858300
542337,西藏自治区,日喀则地区,萨嘎县,藏,0892,858600
542338,西藏自治区,日喀则地区,岗巴县,藏,0892,857700
542400,西藏自治区,那曲地区,那曲地区,藏,0896,852000
542421,西藏自治区,那曲地区,那曲县,藏,0896,852000
542422,西藏自治区,那曲地区,嘉黎县,藏,0896,852400
542423,西藏自治区,那曲地区,比如县,藏,0896,852300
542424,西藏自治区,那曲地区,聂荣县,藏,0896,853500
542425,西藏自治区,那曲地区,安多县,藏,0896,853400
542426,西藏自治区,那曲地区,申扎县,藏,0896,853100
542427,西藏自治区,那曲地区,索县,藏,0896,852200
542428,西藏自治区,那曲地区,班戈县,藏,0896,852500
542429,西藏自治区,那曲地区,巴青县,藏,0896,852100
542430,西藏自治区,那曲地区,尼玛县,藏,0896,853200
542500,西藏自治区,阿里地区,阿里地区,藏,0897,859000
542521,西藏自治区,阿里地区,普兰县,藏,0897,859500
542522,西藏自治区,阿里地区,札达县,藏,0897,859600
542523,西藏自治区,阿里地区,噶尔县,藏,0897,859000
542524,西藏自治区,阿里地区,日土县,藏,0897,859700
542525,西藏自治区,阿里地区,革吉县,藏,0897,859100
542526,西藏自治区,阿里地区,改则县,藏,0897,859200
542527,西藏自治区,阿里地区,措勤县,藏,0897,859300
542600,西藏自治区,林芝地区,林芝地区,藏,0894,860000
542621,西藏自治区,林芝地区,林芝县,藏,0894,860100
542622,西藏自治区,林芝地区,工布江达县,藏,0894,860200
542623,西藏自治区,林芝地区,米林县,藏,0894,860500
542624,西藏自治区,林芝地区,墨脱县,藏,0894,860700
542625,西藏自治区,林芝地区,波密县,藏,0894,860300
542626,西藏自治区,林芝地区,察隅县,藏,0894,860600
542627,西藏自治区,林芝地区,朗县,藏,0894,860400
610000,陕西省,陕西省,陕西省,陕/秦,,
610100,陕西省,西安市,西安市,陕/秦,0029,710000
610101,陕西省,西安市,市辖区,陕/秦,0029,
610102,陕西省,西安市,新城区,陕/秦,0029,710000
610103,陕西省,西安市,碑林区,陕/秦,0029,710000
610104,陕西省,西安市,莲湖区,陕/秦,0029,710000
610111,陕西省,西安市,灞桥区,陕/秦,0029,710000
610112,陕西省,西安市,未央区,陕/秦,0029,710000
610113,陕西省,西安市,雁塔区,陕/秦,0029,710000
610114,陕西省,西安市,阎良区,陕/秦,0029,710000
610115,陕西省,西安市,临潼区,陕/秦,0029,710600
610116,陕西省,西安市,长安区,陕/秦,0029,710100
610122,陕西省,西安市,蓝田县,陕/秦,0029,710500
610124,陕西省,西安市,周至县,陕/秦,0029,710400
610125,陕西省,西安市,户县,陕/秦,0029,710300
610126,陕西省,西安市,高陵县,陕/秦,0029,710200
610200,陕西省,铜川市,铜川市,陕/秦,0919,727000
610201,陕西省,铜川市,市辖区,陕/秦,0919,
610202,陕西省,铜川市,王益区,陕/秦,0919,
610203,陕西省,铜川市,印台区,陕/秦,0919,
610204,陕西省,铜川市,耀州区,陕/秦,0919,727100
610222,陕西省,铜川市,宜君县,陕/秦,0919,727200
610300,陕西省,宝鸡市,宝鸡市,陕/秦,0917,721000
610301,陕西省,宝鸡市,市辖区,陕/秦,0917,
610302,陕西省,宝鸡市,渭滨区,陕/秦,0917,721000
610303,陕西省,宝鸡市,金台区,陕/秦,0917,721000
610304,陕西省,宝鸡市,陈仓区,陕/秦,0917,721300
610322,陕西省,宝鸡市,凤翔县,陕/秦,0917,721400
610323,陕西省,宝鸡市,岐山县,陕/秦,0917,722400
610324,陕西省,宝鸡市,扶风县,陕/秦,0917,722200
610326,陕西省,宝鸡市,眉县,陕/秦,0917,722300
610327,陕西省,宝鸡市,陇县,陕/秦,0917,721200
610328,陕西省,宝鸡市,千阳县,陕/秦,0917,721100
610329,陕西省,宝鸡市,麟游县,陕/秦,0917,721500
610330,陕西省,宝鸡市,凤县,陕/秦,0917,721700
610331,陕西省,宝鸡市,太白县,陕/秦,0917,721600
610400,陕西省,咸阳市,咸阳市,陕/秦,0910,712000
610401,陕西省,咸阳市,市辖区,陕/秦,0910,
610402,陕西省,咸阳市,秦都区,陕/秦,0910,712000
610403,陕西省,咸阳市,杨凌区,陕/秦,0910,712100
610404,陕西省,咸阳市,渭城区,陕/秦,0910,712000
610422,陕西省,咸阳市,三原县,陕/秦,0910,713800
610423,陕西省,咸阳市,泾阳县,陕/秦,0910,713700
610424,陕西省,咸阳市,乾县,陕/秦,0910,713300
610425,陕西省,咸阳市,礼泉县,陕/秦,0910,713200
610426,陕西省,咸阳市,永寿县,陕/秦,0910,713400
610427,陕西省,咸阳市,彬县,陕/秦,0910,713500
610428,陕西省,咸阳市,长武县,陕/秦,0910,713600
610429,陕西省,咸阳市,旬邑县,陕/秦,0910,711300
610430,陕西省,咸阳市,淳化县,陕/秦,0910,711200
610431,陕西省,咸阳市,武功县,陕/秦,0910,712200
610481,陕西省,咸阳市,兴平市,陕/秦,0910,713100
610500,陕西省,渭南市,渭南市,陕/秦,0913,714000
610501,陕西省,渭南市,市辖区,陕/秦,0913,
610502,陕西省,渭南市,临渭区,陕/秦,0913,714000
610521,陕西省,渭南市,华县,陕/秦,0913,714100
610522,陕西省,渭南市,潼关县,陕/秦,0913,714300
610523,陕西省,渭南市,大荔县,陕/秦,0913,715100
610524,陕西省,渭南市,合阳县,陕/秦,0913,715300
610525,陕西省,渭南市,澄城县,陕/秦,0913,715200
610526,陕西省,渭南市,蒲城县,陕/秦,0913,715500
610527,陕西省,渭南市,白水县,陕/秦,0913,715600
610528,陕西省,渭南市,富平县,陕/秦,0913,711700
610581,陕西省,渭南市,韩城市,陕/秦,9238,715400
610582,陕西省,渭南市,华阴市,陕/秦,0913,714200
610600,陕西省,延安市,延安市,陕/秦,0911,716000
610601,陕西省,延安市,市辖区,陕/秦,0911,
610602,陕西省,延安市,宝塔区,陕/秦,0911,716000
610621,陕西省,延安市,延长县,陕/秦,0911,717100
610622,陕西省,延安市,延川县,陕/秦,0911,717200
610623,陕西省,延安市,子长县,陕/秦,0911,717300
610624,陕西省,延安市,安塞县,陕/秦,0911,717400
610625,陕西省,延安市,志丹县,陕/秦,0911,717500
610626,陕西省,延安市,吴旗县,陕/秦,0911,717600
610627,陕西省,延安市,甘泉县,陕/秦,0911,716100
610628,陕西省,延安市,富县,陕/秦,0911,727500
610629,陕西省,延安市,洛川县,陕/秦,0911,727400
610630,陕西省,延安市,宜川县,陕/秦,0911,716200
610631,陕西省,延安市,黄龙县,陕/秦,0911,715700
610632,陕西省,延安市,黄陵县,陕/秦,0911,727300
610700,陕西省,汉中市,汉中市,陕/秦,0916,723000
610701,陕西省,汉中市,市辖区,陕/秦,0916,
610702,陕西省,汉中市,汉台区,陕/秦,0916,723000
610721,陕西省,汉中市,南郑县,陕/秦,0916,723100
610722,陕西省,汉中市,城固县,陕/秦,0916,723200
610723,陕西省,汉中市,洋县,陕/秦,0916,723300
610724,陕西省,汉中市,西乡县,陕/秦,0916,723500
610725,陕西省,汉中市,勉县,陕/秦,0916,724200
610726,陕西省,汉中市,宁强县,陕/秦,0916,724400
610727,陕西省,汉中市,略阳县,陕/秦,0916,724300
610728,陕西省,汉中市,镇巴县,陕/秦,0916,723600
610729,陕西省,汉中市,留坝县,陕/秦,0916,724100
610730,陕西省,汉中市,佛坪县,陕/秦,0916,723400
610800,陕西省,榆林市,榆林市,陕/秦,0912,719000
610801,陕西省,榆林市,市辖区,陕/秦,0912,
610802,陕西省,榆林市,榆阳区,陕/秦,0912,719000
610821,陕西省,榆林市,神木县,陕/秦,0912,
610822,陕西省,榆林市,府谷县,陕/秦,0912,719400
610823,陕西省,榆林市,横山县,陕/秦,0912,719200
610824,陕西省,榆林市,靖边县,陕/秦,0912,718500
610825,陕西省,榆林市,定边县,陕/秦,0912,718600
610826,陕西省,榆林市,绥德县,陕/秦,0912,718000
610827,陕西省,榆林市,米脂县,陕/秦,0912,718100
610828,陕西省,榆林市,佳县,陕/秦,0912,719200
610829,陕西省,榆林市,吴堡县,陕/秦,0912,718200
610830,陕西省,榆林市,清涧县,陕/秦,0912,718300
610831,陕西省,榆林市,子洲县,陕/秦,0912,718400
610900,陕西省,安康市,安康市,陕/秦,0915,725000
610901,陕西省,安康市,市辖区,陕/秦,0915,
610902,陕西省,安康市,汉滨区,陕/秦,0915,725000
610921,陕西省,安康市,汉阴县,陕/秦,0915,725100
610922,陕西省,安康市,石泉县,陕/秦,0915,725200
610923,陕西省,安康市,宁陕县,陕/秦,0915,711600
610924,陕西省,安康市,紫阳县,陕/秦,0915,725300
610925,陕西省,安康市,岚皋县,陕/秦,0915,725400
610926,陕西省,安康市,平利县,陕/秦,0915,725500
610927,陕西省,安康市,镇坪县,陕/秦,0915,725600
610928,陕西省,安康市,旬阳县,陕/秦,0915,725700
610929,陕西省,安康市,白河县,陕/秦,0915,725800
611000,陕西省,商洛市,商洛市,陕/秦,0914,726000
611001,陕西省,商洛市,市辖区,陕/秦,0914,
611002,陕西省,商洛市,商州区,陕/秦,0914,726000
611021,陕西省,商洛市,洛南县,陕/秦,0914,726100
611022,陕西省,商洛市,丹凤县,陕/秦,0914,726200
611023,陕西省,商洛市,商南县,陕/秦,0914,726300
611024,陕西省,商洛市,山阳县,陕/秦,0914,726400
611025,陕西省,商洛市,镇安县,陕/秦,0914,711500
611026,陕西省,商洛市,柞水县,陕/秦,0914,711400
620000,甘肃省,甘肃省,甘肃省,甘/陇,,
620100,甘肃省,兰州市,兰州市,甘/陇,0931,730000
620101,甘肃省,兰州市,市辖区,甘/陇,0931,
620102,甘肃省,兰州市,城关区,甘/陇,0931,730030
620103,甘肃省,兰州市,七里河区,甘/陇,0931,730050
620104,甘肃省,兰州市,西固区,甘/陇,0931,730060
620105,甘肃省,兰州市,安宁区,甘/陇,0931,730070
620111,甘肃省,兰州市,红古区,甘/陇,0931,730080
620121,甘肃省,兰州市,永登县,甘/陇,0931,730300
620122,甘肃省,兰州市,皋兰县,甘/陇,0931,730200
620123,甘肃省,兰州市,榆中县,甘/陇,0931,730100
620200,甘肃省,嘉峪关市,嘉峪关市,甘/陇,0937,735100
620201,甘肃省,嘉峪关市,市辖区,甘/陇,0937,
620300,甘肃省,金昌市,金昌市,甘/陇,0937,737100
620301,甘肃省,金昌市,市辖区,甘/陇,0937,
620302,甘肃省,金昌市,金川区,甘/陇,0937,737100
620321,甘肃省,金昌市,永昌县,甘/陇,0937,737200
620400,甘肃省,白银市,白银市,甘/陇,0943,730900
620401,甘肃省,白银市,市辖区,甘/陇,0943,
620402,甘肃省,白银市,白银区,甘/陇,0943,730900
620403,甘肃省,白银市,平川区,甘/陇,0943,730900
620421,甘肃省,白银市,靖远县,甘/陇,0943,730600
620422,甘肃省,白银市,会宁县,甘/陇,0943,730700
620423,甘肃省,白银市,景泰县,甘/陇,0943,730400
620500,甘肃省,天水市,天水市,甘/陇,0938,741000
620501,甘肃省,天水市,市辖区,甘/陇,0938,
620502,甘肃省,天水市,秦城区,甘/陇,0938,741000
620503,甘肃省,天水市,北道区,甘/陇,0938,741000
620521,甘肃省,天水市,清水县,甘/陇,0938,741400
620522,甘肃省,天水市,秦安县,甘/陇,0938,741600
620523,甘肃省,天水市,甘谷县,甘/陇,0938,741200
620524,甘肃省,天水市,武山县,甘/陇,0938,741300
620525,甘肃省,天水市,张家川回族自治县,甘/陇,0938,741500
620600,甘肃省,武威市,武威市,甘/陇,0935,733000
620601,甘肃省,武威市,市辖区,甘/陇,0935,
620602,甘肃省,武威市,凉州区,甘/陇,0935,733000
620621,甘肃省,武威市,民勤县,甘/陇,0935,733300
620622,甘肃省,武威市,古浪县,甘/陇,0935,733100
620623,甘肃省,武威市,天祝藏族自治县,甘/陇,0935,733200
620700,甘肃省,张掖市,张掖市,甘/陇,0936,734000
622201,甘肃省,张掖市,张掖市,甘/陇,0936,734000
620701,甘肃省,张掖市,市辖区,甘/陇,0936,
620702,甘肃省,张掖市,甘州区,甘/陇,0936,734000
620721,甘肃省,张掖市,肃南裕固族自治县,甘/陇,0936,734400
620722,甘肃省,张掖市,民乐县,甘/陇,0936,734500
620723,甘肃省,张掖市,临泽县,甘/陇,0936,734200
620724,甘肃省,张掖市,高台县,甘/陇,0936,734300
